sup_cap,sup_reli,sup_flex,pla_cap,pla_reli,pla_cost,dc_cap,dc_reli,dc_cost
4126,0.89,0.8,N/A,N/A,N/A,N/A,N/A,N/A
3860,0.91,0.61,N/A,N/A,N/A,N/A,N/A,N/A
4826,0.89,0.84,N/A,N/A,N/A,N/A,N/A,N/A
6846,0.9,0.67,N/A,N/A,N/A,N/A,N/A,N/A
3108,0.83,0.83,N/A,N/A,N/A,N/A,N/A,N/A
38127,0.9,0.7,N/A,N/A,N/A,N/A,N/A,N/A
23029,0.89,0.65,N/A,N/A,N/A,N/A,N/A,N/A
32575,0.81,0.73,N/A,N/A,N/A,N/A,N/A,N/A
23434,0.83,0.85,N/A,N/A,N/A,N/A,N/A,N/A
31799,0.83,0.62,N/A,N/A,N/A,N/A,N/A,N/A
37356,0.84,0.66,N/A,N/A,N/A,N/A,N/A,N/A
15605,0.83,0.82,N/A,N/A,N/A,N/A,N/A,N/A
5100,0.8,0.74,N/A,N/A,N/A,N/A,N/A,N/A
26817,0.86,0.84,N/A,N/A,N/A,N/A,N/A,N/A
8019,0.91,0.68,N/A,N/A,N/A,N/A,N/A,N/A
4797,0.93,0.75,N/A,N/A,N/A,N/A,N/A,N/A
23611,0.91,0.63,N/A,N/A,N/A,N/A,N/A,N/A
33672,0.84,0.72,N/A,N/A,N/A,N/A,N/A,N/A
5979,0.84,0.62,N/A,N/A,N/A,N/A,N/A,N/A
10325,0.89,0.61,N/A,N/A,N/A,N/A,N/A,N/A
31345,0.93,0.67,N/A,N/A,N/A,N/A,N/A,N/A
39119,0.92,0.78,N/A,N/A,N/A,N/A,N/A,N/A
20069,0.87,0.82,N/A,N/A,N/A,N/A,N/A,N/A
18317,0.94,0.78,N/A,N/A,N/A,N/A,N/A,N/A
24393,0.86,0.77,N/A,N/A,N/A,N/A,N/A,N/A
4392,0.86,0.6,N/A,N/A,N/A,N/A,N/A,N/A
26196,0.89,0.66,N/A,N/A,N/A,N/A,N/A,N/A
29891,0.85,0.75,N/A,N/A,N/A,N/A,N/A,N/A
4712,0.93,0.74,N/A,N/A,N/A,N/A,N/A,N/A
26056,0.84,0.71,N/A,N/A,N/A,N/A,N/A,N/A
10631,0.84,0.84,N/A,N/A,N/A,N/A,N/A,N/A
26414,0.92,0.73,N/A,N/A,N/A,N/A,N/A,N/A
17459,0.86,0.65,N/A,N/A,N/A,N/A,N/A,N/A
17707,0.94,0.77,N/A,N/A,N/A,N/A,N/A,N/A
11313,0.85,0.77,N/A,N/A,N/A,N/A,N/A,N/A
24518,0.85,0.82,N/A,N/A,N/A,N/A,N/A,N/A
23731,0.85,0.61,N/A,N/A,N/A,N/A,N/A,N/A
30049,0.94,0.72,N/A,N/A,N/A,N/A,N/A,N/A
18066,0.87,0.64,N/A,N/A,N/A,N/A,N/A,N/A
9551,0.85,0.82,N/A,N/A,N/A,N/A,N/A,N/A
6789,0.81,0.68,N/A,N/A,N/A,N/A,N/A,N/A
17312,0.92,0.64,N/A,N/A,N/A,N/A,N/A,N/A
12382,0.91,0.79,N/A,N/A,N/A,N/A,N/A,N/A
11435,0.92,0.73,N/A,N/A,N/A,N/A,N/A,N/A
28132,0.92,0.65,N/A,N/A,N/A,N/A,N/A,N/A
12203,0.94,0.69,N/A,N/A,N/A,N/A,N/A,N/A
32226,0.94,0.72,N/A,N/A,N/A,N/A,N/A,N/A
4889,0.89,0.63,N/A,N/A,N/A,N/A,N/A,N/A
30465,0.95,0.79,N/A,N/A,N/A,N/A,N/A,N/A
5758,0.85,0.69,N/A,N/A,N/A,N/A,N/A,N/A
6230,0.91,0.67,N/A,N/A,N/A,N/A,N/A,N/A
30306,0.85,0.81,N/A,N/A,N/A,N/A,N/A,N/A
13484,0.89,0.78,N/A,N/A,N/A,N/A,N/A,N/A
12473,0.87,0.82,N/A,N/A,N/A,N/A,N/A,N/A
19234,0.91,0.75,N/A,N/A,N/A,N/A,N/A,N/A
18714,0.85,0.76,N/A,N/A,N/A,N/A,N/A,N/A
8867,0.82,0.65,N/A,N/A,N/A,N/A,N/A,N/A
14657,0.89,0.77,N/A,N/A,N/A,N/A,N/A,N/A
39857,0.88,0.64,N/A,N/A,N/A,N/A,N/A,N/A
17686,0.83,0.73,N/A,N/A,N/A,N/A,N/A,N/A
39709,0.86,0.73,N/A,N/A,N/A,N/A,N/A,N/A
4190,0.91,0.7,N/A,N/A,N/A,N/A,N/A,N/A
25760,0.83,0.7,N/A,N/A,N/A,N/A,N/A,N/A
3419,0.81,0.83,N/A,N/A,N/A,N/A,N/A,N/A
35404,0.86,0.76,N/A,N/A,N/A,N/A,N/A,N/A
34106,0.87,0.72,N/A,N/A,N/A,N/A,N/A,N/A
25438,0.8,0.68,N/A,N/A,N/A,N/A,N/A,N/A
16715,0.94,0.76,N/A,N/A,N/A,N/A,N/A,N/A
26808,0.86,0.71,N/A,N/A,N/A,N/A,N/A,N/A
33062,0.87,0.77,N/A,N/A,N/A,N/A,N/A,N/A
3497,0.87,0.83,N/A,N/A,N/A,N/A,N/A,N/A
26093,0.85,0.77,N/A,N/A,N/A,N/A,N/A,N/A
6359,0.84,0.65,N/A,N/A,N/A,N/A,N/A,N/A
25824,0.91,0.85,N/A,N/A,N/A,N/A,N/A,N/A
9238,0.88,0.71,N/A,N/A,N/A,N/A,N/A,N/A
37149,0.84,0.65,N/A,N/A,N/A,N/A,N/A,N/A
35289,0.85,0.61,N/A,N/A,N/A,N/A,N/A,N/A
11422,0.81,0.71,N/A,N/A,N/A,N/A,N/A,N/A
38044,0.92,0.84,N/A,N/A,N/A,N/A,N/A,N/A
12372,0.9,0.83,N/A,N/A,N/A,N/A,N/A,N/A
16287,0.86,0.83,N/A,N/A,N/A,N/A,N/A,N/A
19753,0.92,0.65,N/A,N/A,N/A,N/A,N/A,N/A
8952,0.92,0.77,N/A,N/A,N/A,N/A,N/A,N/A
24726,0.9,0.79,N/A,N/A,N/A,N/A,N/A,N/A
37571,0.8,0.79,N/A,N/A,N/A,N/A,N/A,N/A
32015,0.86,0.75,N/A,N/A,N/A,N/A,N/A,N/A
17306,0.87,0.72,N/A,N/A,N/A,N/A,N/A,N/A
36680,0.92,0.79,N/A,N/A,N/A,N/A,N/A,N/A
6721,0.85,0.68,N/A,N/A,N/A,N/A,N/A,N/A
21866,0.91,0.69,N/A,N/A,N/A,N/A,N/A,N/A
11234,0.92,0.63,N/A,N/A,N/A,N/A,N/A,N/A
28466,0.82,0.83,N/A,N/A,N/A,N/A,N/A,N/A
35972,0.84,0.84,N/A,N/A,N/A,N/A,N/A,N/A
28412,0.95,0.72,N/A,N/A,N/A,N/A,N/A,N/A
22029,0.84,0.84,N/A,N/A,N/A,N/A,N/A,N/A
17576,0.82,0.62,N/A,N/A,N/A,N/A,N/A,N/A
4574,0.91,0.67,N/A,N/A,N/A,N/A,N/A,N/A
20143,0.84,0.66,N/A,N/A,N/A,N/A,N/A,N/A
18129,0.82,0.83,N/A,N/A,N/A,N/A,N/A,N/A
8539,0.81,0.64,N/A,N/A,N/A,N/A,N/A,N/A
8345,0.91,0.66,N/A,N/A,N/A,N/A,N/A,N/A
37806,0.92,0.64,N/A,N/A,N/A,N/A,N/A,N/A
20442,0.92,0.77,N/A,N/A,N/A,N/A,N/A,N/A
4937,0.93,0.81,N/A,N/A,N/A,N/A,N/A,N/A
31680,0.87,0.67,N/A,N/A,N/A,N/A,N/A,N/A
37845,0.94,0.72,N/A,N/A,N/A,N/A,N/A,N/A
19552,0.9,0.81,N/A,N/A,N/A,N/A,N/A,N/A
34150,0.83,0.74,N/A,N/A,N/A,N/A,N/A,N/A
25391,0.85,0.73,N/A,N/A,N/A,N/A,N/A,N/A
25243,0.89,0.75,N/A,N/A,N/A,N/A,N/A,N/A
26252,0.83,0.72,N/A,N/A,N/A,N/A,N/A,N/A
10501,0.81,0.85,N/A,N/A,N/A,N/A,N/A,N/A
3715,0.92,0.79,N/A,N/A,N/A,N/A,N/A,N/A
35187,0.84,0.75,N/A,N/A,N/A,N/A,N/A,N/A
3032,0.88,0.74,N/A,N/A,N/A,N/A,N/A,N/A
9921,0.89,0.76,N/A,N/A,N/A,N/A,N/A,N/A
6250,0.82,0.83,N/A,N/A,N/A,N/A,N/A,N/A
14383,0.87,0.73,N/A,N/A,N/A,N/A,N/A,N/A
35708,0.82,0.68,N/A,N/A,N/A,N/A,N/A,N/A
34554,0.88,0.82,N/A,N/A,N/A,N/A,N/A,N/A
34157,0.86,0.76,N/A,N/A,N/A,N/A,N/A,N/A
11811,0.88,0.63,N/A,N/A,N/A,N/A,N/A,N/A
6668,0.91,0.63,N/A,N/A,N/A,N/A,N/A,N/A
18656,0.93,0.65,N/A,N/A,N/A,N/A,N/A,N/A
10375,0.94,0.82,N/A,N/A,N/A,N/A,N/A,N/A
39796,0.91,0.74,N/A,N/A,N/A,N/A,N/A,N/A
33196,0.84,0.84,N/A,N/A,N/A,N/A,N/A,N/A
