sup_cap,sup_reli,sup_flex,pla_cap,pla_reli,pla_cost,dc_cap,dc_reli,dc_cost
13845,0.93,0.66,N/A,N/A,N/A,N/A,N/A,N/A
28944,0.92,0.7,N/A,N/A,N/A,N/A,N/A,N/A
29712,0.87,0.83,N/A,N/A,N/A,N/A,N/A,N/A
39314,0.83,0.78,N/A,N/A,N/A,N/A,N/A,N/A
12220,0.89,0.76,N/A,N/A,N/A,N/A,N/A,N/A
28512,0.8,0.72,N/A,N/A,N/A,N/A,N/A,N/A
18877,0.91,0.72,N/A,N/A,N/A,N/A,N/A,N/A
6643,0.85,0.7,N/A,N/A,N/A,N/A,N/A,N/A
38389,0.92,0.82,N/A,N/A,N/A,N/A,N/A,N/A
10480,0.86,0.83,N/A,N/A,N/A,N/A,N/A,N/A
39787,0.95,0.61,N/A,N/A,N/A,N/A,N/A,N/A
33212,0.92,0.8,N/A,N/A,N/A,N/A,N/A,N/A
2076,0.88,0.74,N/A,N/A,N/A,N/A,N/A,N/A
30416,0.93,0.68,N/A,N/A,N/A,N/A,N/A,N/A
21488,0.88,0.78,N/A,N/A,N/A,N/A,N/A,N/A
20701,0.84,0.75,N/A,N/A,N/A,N/A,N/A,N/A
12179,0.92,0.62,N/A,N/A,N/A,N/A,N/A,N/A
25431,0.92,0.77,N/A,N/A,N/A,N/A,N/A,N/A
36425,0.88,0.64,N/A,N/A,N/A,N/A,N/A,N/A
37445,0.91,0.61,N/A,N/A,N/A,N/A,N/A,N/A
11987,0.82,0.76,N/A,N/A,N/A,N/A,N/A,N/A
6383,0.92,0.79,N/A,N/A,N/A,N/A,N/A,N/A
10428,0.83,0.71,N/A,N/A,N/A,N/A,N/A,N/A
17073,0.81,0.84,N/A,N/A,N/A,N/A,N/A,N/A
18565,0.9,0.65,N/A,N/A,N/A,N/A,N/A,N/A
21075,0.88,0.81,N/A,N/A,N/A,N/A,N/A,N/A
9774,0.83,0.69,N/A,N/A,N/A,N/A,N/A,N/A
39121,0.85,0.73,N/A,N/A,N/A,N/A,N/A,N/A
24632,0.84,0.63,N/A,N/A,N/A,N/A,N/A,N/A
32102,0.81,0.68,N/A,N/A,N/A,N/A,N/A,N/A
35045,0.88,0.62,N/A,N/A,N/A,N/A,N/A,N/A
33866,0.85,0.72,N/A,N/A,N/A,N/A,N/A,N/A
17096,0.84,0.62,N/A,N/A,N/A,N/A,N/A,N/A
22941,0.83,0.83,N/A,N/A,N/A,N/A,N/A,N/A
22144,0.85,0.73,N/A,N/A,N/A,N/A,N/A,N/A
31932,0.94,0.83,N/A,N/A,N/A,N/A,N/A,N/A
16634,0.81,0.78,N/A,N/A,N/A,N/A,N/A,N/A
31316,0.82,0.72,N/A,N/A,N/A,N/A,N/A,N/A
8164,0.83,0.83,N/A,N/A,N/A,N/A,N/A,N/A
9017,0.88,0.6,N/A,N/A,N/A,N/A,N/A,N/A
7288,0.95,0.61,N/A,N/A,N/A,N/A,N/A,N/A
9552,0.93,0.77,N/A,N/A,N/A,N/A,N/A,N/A
36260,0.91,0.68,N/A,N/A,N/A,N/A,N/A,N/A
22145,0.9,0.63,N/A,N/A,N/A,N/A,N/A,N/A
27229,0.81,0.69,N/A,N/A,N/A,N/A,N/A,N/A
22508,0.95,0.78,N/A,N/A,N/A,N/A,N/A,N/A
7515,0.91,0.77,N/A,N/A,N/A,N/A,N/A,N/A
12540,0.81,0.62,N/A,N/A,N/A,N/A,N/A,N/A
36993,0.82,0.8,N/A,N/A,N/A,N/A,N/A,N/A
5342,0.84,0.69,N/A,N/A,N/A,N/A,N/A,N/A
22088,0.92,0.82,N/A,N/A,N/A,N/A,N/A,N/A
20599,0.95,0.69,N/A,N/A,N/A,N/A,N/A,N/A
23575,0.92,0.82,N/A,N/A,N/A,N/A,N/A,N/A
35044,0.92,0.65,N/A,N/A,N/A,N/A,N/A,N/A
32579,0.89,0.76,N/A,N/A,N/A,N/A,N/A,N/A
10419,0.92,0.71,N/A,N/A,N/A,N/A,N/A,N/A
39851,0.84,0.71,N/A,N/A,N/A,N/A,N/A,N/A
16682,0.86,0.78,N/A,N/A,N/A,N/A,N/A,N/A
18558,0.84,0.61,N/A,N/A,N/A,N/A,N/A,N/A
12047,0.93,0.8,N/A,N/A,N/A,N/A,N/A,N/A
34849,0.83,0.64,N/A,N/A,N/A,N/A,N/A,N/A
37272,0.83,0.8,N/A,N/A,N/A,N/A,N/A,N/A
3701,0.87,0.8,N/A,N/A,N/A,N/A,N/A,N/A
30157,0.89,0.73,N/A,N/A,N/A,N/A,N/A,N/A
11510,0.88,0.71,N/A,N/A,N/A,N/A,N/A,N/A
33063,0.88,0.66,N/A,N/A,N/A,N/A,N/A,N/A
4136,0.89,0.76,N/A,N/A,N/A,N/A,N/A,N/A
4148,0.83,0.8,N/A,N/A,N/A,N/A,N/A,N/A
32004,0.85,0.74,N/A,N/A,N/A,N/A,N/A,N/A
29921,0.88,0.63,N/A,N/A,N/A,N/A,N/A,N/A
29832,0.88,0.68,N/A,N/A,N/A,N/A,N/A,N/A
22258,0.89,0.69,N/A,N/A,N/A,N/A,N/A,N/A
36366,0.82,0.75,N/A,N/A,N/A,N/A,N/A,N/A
26875,0.82,0.83,N/A,N/A,N/A,N/A,N/A,N/A
13835,0.93,0.7,N/A,N/A,N/A,N/A,N/A,N/A
3264,0.93,0.75,N/A,N/A,N/A,N/A,N/A,N/A
22515,0.82,0.65,N/A,N/A,N/A,N/A,N/A,N/A
29096,0.92,0.69,N/A,N/A,N/A,N/A,N/A,N/A
29906,0.93,0.83,N/A,N/A,N/A,N/A,N/A,N/A
22123,0.81,0.73,N/A,N/A,N/A,N/A,N/A,N/A
36406,0.8,0.7,N/A,N/A,N/A,N/A,N/A,N/A
15968,0.87,0.71,N/A,N/A,N/A,N/A,N/A,N/A
30251,0.82,0.66,N/A,N/A,N/A,N/A,N/A,N/A
36283,0.82,0.81,N/A,N/A,N/A,N/A,N/A,N/A
31882,0.91,0.69,N/A,N/A,N/A,N/A,N/A,N/A
26093,0.84,0.62,N/A,N/A,N/A,N/A,N/A,N/A
19467,0.86,0.61,N/A,N/A,N/A,N/A,N/A,N/A
9731,0.88,0.62,N/A,N/A,N/A,N/A,N/A,N/A
36806,0.89,0.65,N/A,N/A,N/A,N/A,N/A,N/A
24777,0.81,0.64,N/A,N/A,N/A,N/A,N/A,N/A
35749,0.94,0.7,N/A,N/A,N/A,N/A,N/A,N/A
27458,0.81,0.77,N/A,N/A,N/A,N/A,N/A,N/A
12458,0.85,0.63,N/A,N/A,N/A,N/A,N/A,N/A
28084,0.92,0.8,N/A,N/A,N/A,N/A,N/A,N/A
10852,0.93,0.79,N/A,N/A,N/A,N/A,N/A,N/A
11305,0.9,0.75,N/A,N/A,N/A,N/A,N/A,N/A
29581,0.91,0.69,N/A,N/A,N/A,N/A,N/A,N/A
31979,0.93,0.76,N/A,N/A,N/A,N/A,N/A,N/A
20567,0.83,0.81,N/A,N/A,N/A,N/A,N/A,N/A
36265,0.81,0.75,N/A,N/A,N/A,N/A,N/A,N/A
18036,0.84,0.69,N/A,N/A,N/A,N/A,N/A,N/A
33974,0.84,0.65,N/A,N/A,N/A,N/A,N/A,N/A
5192,0.89,0.83,N/A,N/A,N/A,N/A,N/A,N/A
3286,0.87,0.61,N/A,N/A,N/A,N/A,N/A,N/A
19855,0.9,0.69,N/A,N/A,N/A,N/A,N/A,N/A
14354,0.8,0.62,N/A,N/A,N/A,N/A,N/A,N/A
9575,0.84,0.69,N/A,N/A,N/A,N/A,N/A,N/A
34566,0.81,0.72,N/A,N/A,N/A,N/A,N/A,N/A
18752,0.81,0.68,N/A,N/A,N/A,N/A,N/A,N/A
27754,0.92,0.73,N/A,N/A,N/A,N/A,N/A,N/A
17877,0.91,0.77,N/A,N/A,N/A,N/A,N/A,N/A
9456,0.85,0.85,N/A,N/A,N/A,N/A,N/A,N/A
36722,0.84,0.76,N/A,N/A,N/A,N/A,N/A,N/A
13154,0.93,0.85,N/A,N/A,N/A,N/A,N/A,N/A
12578,0.8,0.83,N/A,N/A,N/A,N/A,N/A,N/A
18563,0.92,0.79,N/A,N/A,N/A,N/A,N/A,N/A
32430,0.93,0.67,N/A,N/A,N/A,N/A,N/A,N/A
28832,0.83,0.69,N/A,N/A,N/A,N/A,N/A,N/A
33461,0.94,0.64,N/A,N/A,N/A,N/A,N/A,N/A
14234,0.8,0.76,N/A,N/A,N/A,N/A,N/A,N/A
37726,0.86,0.75,N/A,N/A,N/A,N/A,N/A,N/A
19544,0.93,0.83,N/A,N/A,N/A,N/A,N/A,N/A
19593,0.83,0.67,N/A,N/A,N/A,N/A,N/A,N/A
31739,0.82,0.82,N/A,N/A,N/A,N/A,N/A,N/A
11261,0.9,0.82,N/A,N/A,N/A,N/A,N/A,N/A
23175,0.81,0.65,N/A,N/A,N/A,N/A,N/A,N/A
17992,0.94,0.7,N/A,N/A,N/A,N/A,N/A,N/A
4799,0.94,0.65,N/A,N/A,N/A,N/A,N/A,N/A
6313,0.89,0.8,N/A,N/A,N/A,N/A,N/A,N/A
14936,0.81,0.64,N/A,N/A,N/A,N/A,N/A,N/A
4647,0.81,0.61,N/A,N/A,N/A,N/A,N/A,N/A
26543,0.83,0.76,N/A,N/A,N/A,N/A,N/A,N/A
27192,0.82,0.69,N/A,N/A,N/A,N/A,N/A,N/A
5056,0.82,0.74,N/A,N/A,N/A,N/A,N/A,N/A
34499,0.91,0.72,N/A,N/A,N/A,N/A,N/A,N/A
33924,0.86,0.7,N/A,N/A,N/A,N/A,N/A,N/A
34534,0.8,0.77,N/A,N/A,N/A,N/A,N/A,N/A
13123,0.93,0.63,N/A,N/A,N/A,N/A,N/A,N/A
19765,0.8,0.72,N/A,N/A,N/A,N/A,N/A,N/A
5188,0.86,0.66,N/A,N/A,N/A,N/A,N/A,N/A
6584,0.93,0.78,N/A,N/A,N/A,N/A,N/A,N/A
7748,0.91,0.84,N/A,N/A,N/A,N/A,N/A,N/A
20078,0.85,0.73,N/A,N/A,N/A,N/A,N/A,N/A
37444,0.95,0.75,N/A,N/A,N/A,N/A,N/A,N/A
11116,0.9,0.81,N/A,N/A,N/A,N/A,N/A,N/A
36960,0.87,0.61,N/A,N/A,N/A,N/A,N/A,N/A
38738,0.86,0.64,N/A,N/A,N/A,N/A,N/A,N/A
18704,0.87,0.78,N/A,N/A,N/A,N/A,N/A,N/A
29176,0.93,0.67,N/A,N/A,N/A,N/A,N/A,N/A
21598,0.94,0.78,N/A,N/A,N/A,N/A,N/A,N/A
19638,0.83,0.85,N/A,N/A,N/A,N/A,N/A,N/A
21177,0.87,0.84,N/A,N/A,N/A,N/A,N/A,N/A
23353,0.85,0.67,N/A,N/A,N/A,N/A,N/A,N/A
11205,0.93,0.67,N/A,N/A,N/A,N/A,N/A,N/A
13655,0.95,0.79,N/A,N/A,N/A,N/A,N/A,N/A
21583,0.81,0.73,N/A,N/A,N/A,N/A,N/A,N/A
