sup_cap,sup_reli,sup_flex,pla_cap,pla_reli,pla_cost,dc_cap,dc_reli,dc_cost
26806,0.91,0.79,N/A,N/A,N/A,N/A,N/A,N/A
25810,0.88,0.74,N/A,N/A,N/A,N/A,N/A,N/A
7440,0.92,0.74,N/A,N/A,N/A,N/A,N/A,N/A
27435,0.91,0.84,N/A,N/A,N/A,N/A,N/A,N/A
35456,0.85,0.84,N/A,N/A,N/A,N/A,N/A,N/A
39950,0.91,0.64,N/A,N/A,N/A,N/A,N/A,N/A
5887,0.86,0.81,N/A,N/A,N/A,N/A,N/A,N/A
8167,0.89,0.76,N/A,N/A,N/A,N/A,N/A,N/A
5377,0.81,0.85,N/A,N/A,N/A,N/A,N/A,N/A
22818,0.93,0.85,N/A,N/A,N/A,N/A,N/A,N/A
5983,0.87,0.79,N/A,N/A,N/A,N/A,N/A,N/A
36115,0.94,0.64,N/A,N/A,N/A,N/A,N/A,N/A
23331,0.81,0.7,N/A,N/A,N/A,N/A,N/A,N/A
39603,0.85,0.78,N/A,N/A,N/A,N/A,N/A,N/A
12180,0.92,0.73,N/A,N/A,N/A,N/A,N/A,N/A
28751,0.82,0.74,N/A,N/A,N/A,N/A,N/A,N/A
34881,0.88,0.6,N/A,N/A,N/A,N/A,N/A,N/A
25694,0.92,0.79,N/A,N/A,N/A,N/A,N/A,N/A
26674,0.87,0.64,N/A,N/A,N/A,N/A,N/A,N/A
30150,0.81,0.66,N/A,N/A,N/A,N/A,N/A,N/A
12696,0.83,0.73,N/A,N/A,N/A,N/A,N/A,N/A
30468,0.88,0.66,N/A,N/A,N/A,N/A,N/A,N/A
15507,0.93,0.61,N/A,N/A,N/A,N/A,N/A,N/A
30146,0.85,0.67,N/A,N/A,N/A,N/A,N/A,N/A
2183,0.92,0.76,N/A,N/A,N/A,N/A,N/A,N/A
28829,0.85,0.74,N/A,N/A,N/A,N/A,N/A,N/A
19685,0.94,0.67,N/A,N/A,N/A,N/A,N/A,N/A
9112,0.88,0.75,N/A,N/A,N/A,N/A,N/A,N/A
23316,0.89,0.77,N/A,N/A,N/A,N/A,N/A,N/A
3194,0.92,0.76,N/A,N/A,N/A,N/A,N/A,N/A
33684,0.92,0.71,N/A,N/A,N/A,N/A,N/A,N/A
25308,0.88,0.61,N/A,N/A,N/A,N/A,N/A,N/A
29291,0.9,0.84,N/A,N/A,N/A,N/A,N/A,N/A
5893,0.89,0.81,N/A,N/A,N/A,N/A,N/A,N/A
8270,0.84,0.82,N/A,N/A,N/A,N/A,N/A,N/A
19476,0.86,0.71,N/A,N/A,N/A,N/A,N/A,N/A
21118,0.87,0.68,N/A,N/A,N/A,N/A,N/A,N/A
38999,0.8,0.81,N/A,N/A,N/A,N/A,N/A,N/A
31964,0.89,0.8,N/A,N/A,N/A,N/A,N/A,N/A
15420,0.83,0.84,N/A,N/A,N/A,N/A,N/A,N/A
39965,0.8,0.83,N/A,N/A,N/A,N/A,N/A,N/A
38135,0.94,0.78,N/A,N/A,N/A,N/A,N/A,N/A
4745,0.82,0.66,N/A,N/A,N/A,N/A,N/A,N/A
27600,0.85,0.73,N/A,N/A,N/A,N/A,N/A,N/A
23986,0.9,0.62,N/A,N/A,N/A,N/A,N/A,N/A
28324,0.94,0.69,N/A,N/A,N/A,N/A,N/A,N/A
26854,0.95,0.63,N/A,N/A,N/A,N/A,N/A,N/A
18580,0.87,0.74,N/A,N/A,N/A,N/A,N/A,N/A
2690,0.86,0.64,N/A,N/A,N/A,N/A,N/A,N/A
20738,0.9,0.61,N/A,N/A,N/A,N/A,N/A,N/A
14693,0.89,0.85,N/A,N/A,N/A,N/A,N/A,N/A
9965,0.91,0.71,N/A,N/A,N/A,N/A,N/A,N/A
35332,0.84,0.73,N/A,N/A,N/A,N/A,N/A,N/A
28551,0.84,0.81,N/A,N/A,N/A,N/A,N/A,N/A
34853,0.83,0.7,N/A,N/A,N/A,N/A,N/A,N/A
9704,0.93,0.64,N/A,N/A,N/A,N/A,N/A,N/A
16283,0.86,0.7,N/A,N/A,N/A,N/A,N/A,N/A
2056,0.91,0.69,N/A,N/A,N/A,N/A,N/A,N/A
36794,0.83,0.78,N/A,N/A,N/A,N/A,N/A,N/A
27564,0.85,0.8,N/A,N/A,N/A,N/A,N/A,N/A
20239,0.88,0.73,N/A,N/A,N/A,N/A,N/A,N/A
29874,0.8,0.82,N/A,N/A,N/A,N/A,N/A,N/A
10037,0.82,0.71,N/A,N/A,N/A,N/A,N/A,N/A
25636,0.87,0.7,N/A,N/A,N/A,N/A,N/A,N/A
33364,0.9,0.62,N/A,N/A,N/A,N/A,N/A,N/A
26202,0.91,0.69,N/A,N/A,N/A,N/A,N/A,N/A
11329,0.86,0.85,N/A,N/A,N/A,N/A,N/A,N/A
28094,0.82,0.68,N/A,N/A,N/A,N/A,N/A,N/A
28817,0.83,0.81,N/A,N/A,N/A,N/A,N/A,N/A
4397,0.85,0.66,N/A,N/A,N/A,N/A,N/A,N/A
36249,0.84,0.77,N/A,N/A,N/A,N/A,N/A,N/A
8207,0.85,0.73,N/A,N/A,N/A,N/A,N/A,N/A
21643,0.89,0.83,N/A,N/A,N/A,N/A,N/A,N/A
11887,0.89,0.67,N/A,N/A,N/A,N/A,N/A,N/A
15136,0.82,0.82,N/A,N/A,N/A,N/A,N/A,N/A
33476,0.8,0.65,N/A,N/A,N/A,N/A,N/A,N/A
33437,0.95,0.7,N/A,N/A,N/A,N/A,N/A,N/A
3617,0.81,0.72,N/A,N/A,N/A,N/A,N/A,N/A
38389,0.95,0.83,N/A,N/A,N/A,N/A,N/A,N/A
16832,0.92,0.66,N/A,N/A,N/A,N/A,N/A,N/A
25040,0.83,0.82,N/A,N/A,N/A,N/A,N/A,N/A
31887,0.91,0.7,N/A,N/A,N/A,N/A,N/A,N/A
10594,0.81,0.69,N/A,N/A,N/A,N/A,N/A,N/A
20077,0.93,0.8,N/A,N/A,N/A,N/A,N/A,N/A
5194,0.91,0.72,N/A,N/A,N/A,N/A,N/A,N/A
32450,0.94,0.82,N/A,N/A,N/A,N/A,N/A,N/A
29515,0.89,0.75,N/A,N/A,N/A,N/A,N/A,N/A
35906,0.93,0.71,N/A,N/A,N/A,N/A,N/A,N/A
12284,0.83,0.65,N/A,N/A,N/A,N/A,N/A,N/A
21415,0.95,0.84,N/A,N/A,N/A,N/A,N/A,N/A
38049,0.89,0.8,N/A,N/A,N/A,N/A,N/A,N/A
9868,0.82,0.8,N/A,N/A,N/A,N/A,N/A,N/A
22885,0.89,0.76,N/A,N/A,N/A,N/A,N/A,N/A
22174,0.82,0.79,N/A,N/A,N/A,N/A,N/A,N/A
21008,0.91,0.77,N/A,N/A,N/A,N/A,N/A,N/A
32252,0.93,0.79,N/A,N/A,N/A,N/A,N/A,N/A
25833,0.9,0.74,N/A,N/A,N/A,N/A,N/A,N/A
39861,0.83,0.64,N/A,N/A,N/A,N/A,N/A,N/A
36442,0.9,0.82,N/A,N/A,N/A,N/A,N/A,N/A
19752,0.87,0.8,N/A,N/A,N/A,N/A,N/A,N/A
36391,0.86,0.72,N/A,N/A,N/A,N/A,N/A,N/A
10467,0.83,0.77,N/A,N/A,N/A,N/A,N/A,N/A
37477,0.87,0.8,N/A,N/A,N/A,N/A,N/A,N/A
18067,0.94,0.75,N/A,N/A,N/A,N/A,N/A,N/A
3300,0.86,0.63,N/A,N/A,N/A,N/A,N/A,N/A
13899,0.87,0.6,N/A,N/A,N/A,N/A,N/A,N/A
18112,0.83,0.68,N/A,N/A,N/A,N/A,N/A,N/A
21541,0.93,0.8,N/A,N/A,N/A,N/A,N/A,N/A
3443,0.88,0.65,N/A,N/A,N/A,N/A,N/A,N/A
11834,0.84,0.81,N/A,N/A,N/A,N/A,N/A,N/A
36800,0.84,0.76,N/A,N/A,N/A,N/A,N/A,N/A
27314,0.91,0.77,N/A,N/A,N/A,N/A,N/A,N/A
36698,0.92,0.79,N/A,N/A,N/A,N/A,N/A,N/A
2535,0.92,0.69,N/A,N/A,N/A,N/A,N/A,N/A
5354,0.83,0.66,N/A,N/A,N/A,N/A,N/A,N/A
29232,0.89,0.74,N/A,N/A,N/A,N/A,N/A,N/A
19835,0.94,0.82,N/A,N/A,N/A,N/A,N/A,N/A
27555,0.81,0.61,N/A,N/A,N/A,N/A,N/A,N/A
17452,0.9,0.7,N/A,N/A,N/A,N/A,N/A,N/A
34285,0.92,0.72,N/A,N/A,N/A,N/A,N/A,N/A
31646,0.82,0.82,N/A,N/A,N/A,N/A,N/A,N/A
26923,0.93,0.74,N/A,N/A,N/A,N/A,N/A,N/A
35874,0.94,0.64,N/A,N/A,N/A,N/A,N/A,N/A
3962,0.88,0.72,N/A,N/A,N/A,N/A,N/A,N/A
25142,0.93,0.77,N/A,N/A,N/A,N/A,N/A,N/A
19848,0.94,0.72,N/A,N/A,N/A,N/A,N/A,N/A
19581,0.82,0.68,N/A,N/A,N/A,N/A,N/A,N/A
19431,0.88,0.84,N/A,N/A,N/A,N/A,N/A,N/A
20630,0.84,0.61,N/A,N/A,N/A,N/A,N/A,N/A
29397,0.91,0.79,N/A,N/A,N/A,N/A,N/A,N/A
21195,0.86,0.61,N/A,N/A,N/A,N/A,N/A,N/A
7855,0.82,0.74,N/A,N/A,N/A,N/A,N/A,N/A
37678,0.84,0.79,N/A,N/A,N/A,N/A,N/A,N/A
4965,0.9,0.68,N/A,N/A,N/A,N/A,N/A,N/A
37550,0.91,0.74,N/A,N/A,N/A,N/A,N/A,N/A
19134,0.88,0.7,N/A,N/A,N/A,N/A,N/A,N/A
7285,0.84,0.84,N/A,N/A,N/A,N/A,N/A,N/A
4684,0.89,0.77,N/A,N/A,N/A,N/A,N/A,N/A
17057,0.88,0.82,N/A,N/A,N/A,N/A,N/A,N/A
24602,0.88,0.63,N/A,N/A,N/A,N/A,N/A,N/A
5145,0.83,0.68,N/A,N/A,N/A,N/A,N/A,N/A
2202,0.88,0.71,N/A,N/A,N/A,N/A,N/A,N/A
35244,0.94,0.74,N/A,N/A,N/A,N/A,N/A,N/A
6413,0.86,0.67,N/A,N/A,N/A,N/A,N/A,N/A
24172,0.94,0.67,N/A,N/A,N/A,N/A,N/A,N/A
35170,0.93,0.68,N/A,N/A,N/A,N/A,N/A,N/A
27574,0.9,0.83,N/A,N/A,N/A,N/A,N/A,N/A
6845,0.91,0.69,N/A,N/A,N/A,N/A,N/A,N/A
2175,0.85,0.78,N/A,N/A,N/A,N/A,N/A,N/A
8170,0.94,0.84,N/A,N/A,N/A,N/A,N/A,N/A
24463,0.86,0.74,N/A,N/A,N/A,N/A,N/A,N/A
31469,0.84,0.84,N/A,N/A,N/A,N/A,N/A,N/A
34211,0.89,0.74,N/A,N/A,N/A,N/A,N/A,N/A
31020,0.94,0.69,N/A,N/A,N/A,N/A,N/A,N/A
28766,0.81,0.84,N/A,N/A,N/A,N/A,N/A,N/A
18442,0.86,0.63,N/A,N/A,N/A,N/A,N/A,N/A
