sup_cap,sup_reli,sup_flex,pla_cap,pla_reli,pla_cost,dc_cap,dc_reli,dc_cost
34534,0.91,0.83,N/A,N/A,N/A,N/A,N/A,N/A
13867,0.89,0.67,N/A,N/A,N/A,N/A,N/A,N/A
5157,0.9,0.67,N/A,N/A,N/A,N/A,N/A,N/A
12840,0.85,0.64,N/A,N/A,N/A,N/A,N/A,N/A
8921,0.93,0.84,N/A,N/A,N/A,N/A,N/A,N/A
39615,0.9,0.75,N/A,N/A,N/A,N/A,N/A,N/A
34858,0.92,0.74,N/A,N/A,N/A,N/A,N/A,N/A
25268,0.9,0.61,N/A,N/A,N/A,N/A,N/A,N/A
20115,0.82,0.66,N/A,N/A,N/A,N/A,N/A,N/A
39388,0.84,0.67,N/A,N/A,N/A,N/A,N/A,N/A
4413,0.89,0.71,N/A,N/A,N/A,N/A,N/A,N/A
10243,0.92,0.81,N/A,N/A,N/A,N/A,N/A,N/A
12724,0.91,0.68,N/A,N/A,N/A,N/A,N/A,N/A
18126,0.85,0.83,N/A,N/A,N/A,N/A,N/A,N/A
18929,0.81,0.64,N/A,N/A,N/A,N/A,N/A,N/A
27743,0.9,0.78,N/A,N/A,N/A,N/A,N/A,N/A
38954,0.88,0.83,N/A,N/A,N/A,N/A,N/A,N/A
31532,0.92,0.79,N/A,N/A,N/A,N/A,N/A,N/A
26599,0.95,0.65,N/A,N/A,N/A,N/A,N/A,N/A
27937,0.83,0.78,N/A,N/A,N/A,N/A,N/A,N/A
25681,0.81,0.62,N/A,N/A,N/A,N/A,N/A,N/A
7929,0.91,0.78,N/A,N/A,N/A,N/A,N/A,N/A
35932,0.86,0.82,N/A,N/A,N/A,N/A,N/A,N/A
18141,0.81,0.75,N/A,N/A,N/A,N/A,N/A,N/A
14731,0.84,0.82,N/A,N/A,N/A,N/A,N/A,N/A
2282,0.94,0.78,N/A,N/A,N/A,N/A,N/A,N/A
10924,0.92,0.8,N/A,N/A,N/A,N/A,N/A,N/A
23519,0.87,0.85,N/A,N/A,N/A,N/A,N/A,N/A
16915,0.84,0.83,N/A,N/A,N/A,N/A,N/A,N/A
2627,0.83,0.68,N/A,N/A,N/A,N/A,N/A,N/A
35260,0.81,0.72,N/A,N/A,N/A,N/A,N/A,N/A
34889,0.87,0.8,N/A,N/A,N/A,N/A,N/A,N/A
14746,0.87,0.85,N/A,N/A,N/A,N/A,N/A,N/A
27115,0.95,0.75,N/A,N/A,N/A,N/A,N/A,N/A
14563,0.85,0.83,N/A,N/A,N/A,N/A,N/A,N/A
34602,0.83,0.77,N/A,N/A,N/A,N/A,N/A,N/A
14871,0.83,0.72,N/A,N/A,N/A,N/A,N/A,N/A
3367,0.81,0.79,N/A,N/A,N/A,N/A,N/A,N/A
21439,0.83,0.82,N/A,N/A,N/A,N/A,N/A,N/A
20115,0.95,0.66,N/A,N/A,N/A,N/A,N/A,N/A
22097,0.84,0.62,N/A,N/A,N/A,N/A,N/A,N/A
36762,0.82,0.67,N/A,N/A,N/A,N/A,N/A,N/A
21384,0.81,0.74,N/A,N/A,N/A,N/A,N/A,N/A
4944,0.82,0.71,N/A,N/A,N/A,N/A,N/A,N/A
35708,0.93,0.85,N/A,N/A,N/A,N/A,N/A,N/A
32445,0.9,0.65,N/A,N/A,N/A,N/A,N/A,N/A
10309,0.94,0.7,N/A,N/A,N/A,N/A,N/A,N/A
29701,0.93,0.64,N/A,N/A,N/A,N/A,N/A,N/A
33629,0.84,0.71,N/A,N/A,N/A,N/A,N/A,N/A
19040,0.94,0.75,N/A,N/A,N/A,N/A,N/A,N/A
30847,0.8,0.7,N/A,N/A,N/A,N/A,N/A,N/A
17732,0.81,0.8,N/A,N/A,N/A,N/A,N/A,N/A
38224,0.89,0.78,N/A,N/A,N/A,N/A,N/A,N/A
2024,0.94,0.78,N/A,N/A,N/A,N/A,N/A,N/A
25456,0.9,0.63,N/A,N/A,N/A,N/A,N/A,N/A
29633,0.82,0.67,N/A,N/A,N/A,N/A,N/A,N/A
22352,0.82,0.74,N/A,N/A,N/A,N/A,N/A,N/A
25334,0.87,0.61,N/A,N/A,N/A,N/A,N/A,N/A
27313,0.89,0.78,N/A,N/A,N/A,N/A,N/A,N/A
9070,0.87,0.66,N/A,N/A,N/A,N/A,N/A,N/A
28490,0.85,0.68,N/A,N/A,N/A,N/A,N/A,N/A
24395,0.8,0.77,N/A,N/A,N/A,N/A,N/A,N/A
29876,0.9,0.68,N/A,N/A,N/A,N/A,N/A,N/A
12666,0.93,0.61,N/A,N/A,N/A,N/A,N/A,N/A
24634,0.81,0.79,N/A,N/A,N/A,N/A,N/A,N/A
26460,0.94,0.82,N/A,N/A,N/A,N/A,N/A,N/A
27478,0.81,0.66,N/A,N/A,N/A,N/A,N/A,N/A
9621,0.82,0.61,N/A,N/A,N/A,N/A,N/A,N/A
16231,0.93,0.78,N/A,N/A,N/A,N/A,N/A,N/A
22528,0.88,0.62,N/A,N/A,N/A,N/A,N/A,N/A
9718,0.84,0.76,N/A,N/A,N/A,N/A,N/A,N/A
4160,0.89,0.81,N/A,N/A,N/A,N/A,N/A,N/A
27760,0.89,0.65,N/A,N/A,N/A,N/A,N/A,N/A
8286,0.83,0.73,N/A,N/A,N/A,N/A,N/A,N/A
