sup_cap,sup_reli,sup_flex,pla_cap,pla_reli,pla_cost,dc_cap,dc_reli,dc_cost
39622,0.89,0.61,N/A,N/A,N/A,N/A,N/A,N/A
11933,0.89,0.77,N/A,N/A,N/A,N/A,N/A,N/A
15239,0.84,0.84,N/A,N/A,N/A,N/A,N/A,N/A
29175,0.93,0.62,N/A,N/A,N/A,N/A,N/A,N/A
37985,0.87,0.85,N/A,N/A,N/A,N/A,N/A,N/A
32820,0.89,0.64,N/A,N/A,N/A,N/A,N/A,N/A
36746,0.93,0.83,N/A,N/A,N/A,N/A,N/A,N/A
19292,0.92,0.82,N/A,N/A,N/A,N/A,N/A,N/A
30572,0.94,0.7,N/A,N/A,N/A,N/A,N/A,N/A
29321,0.89,0.78,N/A,N/A,N/A,N/A,N/A,N/A
8717,0.95,0.82,N/A,N/A,N/A,N/A,N/A,N/A
24541,0.92,0.65,N/A,N/A,N/A,N/A,N/A,N/A
10898,0.91,0.72,N/A,N/A,N/A,N/A,N/A,N/A
22901,0.86,0.82,N/A,N/A,N/A,N/A,N/A,N/A
25641,0.94,0.63,N/A,N/A,N/A,N/A,N/A,N/A
39752,0.86,0.64,N/A,N/A,N/A,N/A,N/A,N/A
7649,0.91,0.74,N/A,N/A,N/A,N/A,N/A,N/A
26467,0.82,0.67,N/A,N/A,N/A,N/A,N/A,N/A
9701,0.89,0.61,N/A,N/A,N/A,N/A,N/A,N/A
20320,0.91,0.65,N/A,N/A,N/A,N/A,N/A,N/A
7129,0.87,0.79,N/A,N/A,N/A,N/A,N/A,N/A
35988,0.89,0.84,N/A,N/A,N/A,N/A,N/A,N/A
14070,0.93,0.66,N/A,N/A,N/A,N/A,N/A,N/A
25488,0.84,0.8,N/A,N/A,N/A,N/A,N/A,N/A
38259,0.81,0.65,N/A,N/A,N/A,N/A,N/A,N/A
23656,0.85,0.73,N/A,N/A,N/A,N/A,N/A,N/A
18211,0.93,0.8,N/A,N/A,N/A,N/A,N/A,N/A
34454,0.85,0.66,N/A,N/A,N/A,N/A,N/A,N/A
22773,0.86,0.6,N/A,N/A,N/A,N/A,N/A,N/A
21517,0.86,0.72,N/A,N/A,N/A,N/A,N/A,N/A
2528,0.91,0.71,N/A,N/A,N/A,N/A,N/A,N/A
28466,0.83,0.66,N/A,N/A,N/A,N/A,N/A,N/A
37674,0.92,0.74,N/A,N/A,N/A,N/A,N/A,N/A
8591,0.82,0.68,N/A,N/A,N/A,N/A,N/A,N/A
3894,0.83,0.62,N/A,N/A,N/A,N/A,N/A,N/A
10363,0.95,0.7,N/A,N/A,N/A,N/A,N/A,N/A
2079,0.94,0.83,N/A,N/A,N/A,N/A,N/A,N/A
8268,0.83,0.61,N/A,N/A,N/A,N/A,N/A,N/A
6883,0.89,0.69,N/A,N/A,N/A,N/A,N/A,N/A
9960,0.86,0.81,N/A,N/A,N/A,N/A,N/A,N/A
25228,0.95,0.81,N/A,N/A,N/A,N/A,N/A,N/A
27123,0.92,0.73,N/A,N/A,N/A,N/A,N/A,N/A
12863,0.9,0.73,N/A,N/A,N/A,N/A,N/A,N/A
20790,0.85,0.63,N/A,N/A,N/A,N/A,N/A,N/A
24398,0.82,0.83,N/A,N/A,N/A,N/A,N/A,N/A
14146,0.8,0.76,N/A,N/A,N/A,N/A,N/A,N/A
8318,0.91,0.63,N/A,N/A,N/A,N/A,N/A,N/A
20279,0.93,0.65,N/A,N/A,N/A,N/A,N/A,N/A
27040,0.82,0.68,N/A,N/A,N/A,N/A,N/A,N/A
24813,0.86,0.79,N/A,N/A,N/A,N/A,N/A,N/A
13825,0.94,0.65,N/A,N/A,N/A,N/A,N/A,N/A
10015,0.82,0.78,N/A,N/A,N/A,N/A,N/A,N/A
38343,0.84,0.85,N/A,N/A,N/A,N/A,N/A,N/A
6510,0.91,0.63,N/A,N/A,N/A,N/A,N/A,N/A
2163,0.87,0.69,N/A,N/A,N/A,N/A,N/A,N/A
14295,0.86,0.81,N/A,N/A,N/A,N/A,N/A,N/A
28419,0.8,0.79,N/A,N/A,N/A,N/A,N/A,N/A
36085,0.95,0.65,N/A,N/A,N/A,N/A,N/A,N/A
39960,0.88,0.62,N/A,N/A,N/A,N/A,N/A,N/A
14975,0.93,0.81,N/A,N/A,N/A,N/A,N/A,N/A
21854,0.85,0.84,N/A,N/A,N/A,N/A,N/A,N/A
34923,0.9,0.73,N/A,N/A,N/A,N/A,N/A,N/A
33223,0.82,0.67,N/A,N/A,N/A,N/A,N/A,N/A
39557,0.84,0.67,N/A,N/A,N/A,N/A,N/A,N/A
3443,0.92,0.63,N/A,N/A,N/A,N/A,N/A,N/A
10666,0.87,0.74,N/A,N/A,N/A,N/A,N/A,N/A
10403,0.82,0.66,N/A,N/A,N/A,N/A,N/A,N/A
6254,0.91,0.7,N/A,N/A,N/A,N/A,N/A,N/A
7897,0.89,0.82,N/A,N/A,N/A,N/A,N/A,N/A
23182,0.91,0.62,N/A,N/A,N/A,N/A,N/A,N/A
23854,0.88,0.76,N/A,N/A,N/A,N/A,N/A,N/A
17421,0.81,0.65,N/A,N/A,N/A,N/A,N/A,N/A
5437,0.81,0.69,N/A,N/A,N/A,N/A,N/A,N/A
17949,0.91,0.81,N/A,N/A,N/A,N/A,N/A,N/A
7403,0.85,0.6,N/A,N/A,N/A,N/A,N/A,N/A
13865,0.83,0.75,N/A,N/A,N/A,N/A,N/A,N/A
13883,0.86,0.66,N/A,N/A,N/A,N/A,N/A,N/A
23661,0.86,0.64,N/A,N/A,N/A,N/A,N/A,N/A
14279,0.83,0.84,N/A,N/A,N/A,N/A,N/A,N/A
36035,0.84,0.83,N/A,N/A,N/A,N/A,N/A,N/A
19973,0.92,0.85,N/A,N/A,N/A,N/A,N/A,N/A
35498,0.81,0.65,N/A,N/A,N/A,N/A,N/A,N/A
38150,0.95,0.69,N/A,N/A,N/A,N/A,N/A,N/A
28474,0.93,0.78,N/A,N/A,N/A,N/A,N/A,N/A
27989,0.8,0.69,N/A,N/A,N/A,N/A,N/A,N/A
24190,0.89,0.69,N/A,N/A,N/A,N/A,N/A,N/A
3412,0.88,0.69,N/A,N/A,N/A,N/A,N/A,N/A
10667,0.87,0.65,N/A,N/A,N/A,N/A,N/A,N/A
26217,0.94,0.64,N/A,N/A,N/A,N/A,N/A,N/A
32349,0.89,0.69,N/A,N/A,N/A,N/A,N/A,N/A
18230,0.91,0.62,N/A,N/A,N/A,N/A,N/A,N/A
15403,0.91,0.64,N/A,N/A,N/A,N/A,N/A,N/A
5884,0.9,0.7,N/A,N/A,N/A,N/A,N/A,N/A
30856,0.88,0.79,N/A,N/A,N/A,N/A,N/A,N/A
13614,0.93,0.72,N/A,N/A,N/A,N/A,N/A,N/A
6067,0.88,0.84,N/A,N/A,N/A,N/A,N/A,N/A
9087,0.91,0.75,N/A,N/A,N/A,N/A,N/A,N/A
20742,0.92,0.77,N/A,N/A,N/A,N/A,N/A,N/A
38600,0.92,0.71,N/A,N/A,N/A,N/A,N/A,N/A
4273,0.8,0.75,N/A,N/A,N/A,N/A,N/A,N/A
5797,0.95,0.7,N/A,N/A,N/A,N/A,N/A,N/A
2089,0.91,0.71,N/A,N/A,N/A,N/A,N/A,N/A
3448,0.88,0.8,N/A,N/A,N/A,N/A,N/A,N/A
9350,0.87,0.72,N/A,N/A,N/A,N/A,N/A,N/A
11900,0.91,0.69,N/A,N/A,N/A,N/A,N/A,N/A
10766,0.82,0.61,N/A,N/A,N/A,N/A,N/A,N/A
13971,0.91,0.64,N/A,N/A,N/A,N/A,N/A,N/A
33728,0.82,0.66,N/A,N/A,N/A,N/A,N/A,N/A
38428,0.91,0.85,N/A,N/A,N/A,N/A,N/A,N/A
9737,0.84,0.69,N/A,N/A,N/A,N/A,N/A,N/A
8721,0.83,0.62,N/A,N/A,N/A,N/A,N/A,N/A
3027,0.85,0.73,N/A,N/A,N/A,N/A,N/A,N/A
2473,0.94,0.82,N/A,N/A,N/A,N/A,N/A,N/A
22970,0.95,0.61,N/A,N/A,N/A,N/A,N/A,N/A
32174,0.85,0.82,N/A,N/A,N/A,N/A,N/A,N/A
32656,0.9,0.63,N/A,N/A,N/A,N/A,N/A,N/A
33391,0.94,0.72,N/A,N/A,N/A,N/A,N/A,N/A
22157,0.89,0.74,N/A,N/A,N/A,N/A,N/A,N/A
5068,0.88,0.64,N/A,N/A,N/A,N/A,N/A,N/A
21069,0.95,0.65,N/A,N/A,N/A,N/A,N/A,N/A
3442,0.87,0.73,N/A,N/A,N/A,N/A,N/A,N/A
34442,0.9,0.82,N/A,N/A,N/A,N/A,N/A,N/A
24895,0.89,0.64,N/A,N/A,N/A,N/A,N/A,N/A
