sup_cap,sup_reli,sup_flex,pla_cap,pla_reli,pla_cost,dc_cap,dc_reli,dc_cost
35640,0.95,0.76,N/A,N/A,N/A,N/A,N/A,N/A
38612,0.87,0.61,N/A,N/A,N/A,N/A,N/A,N/A
15158,0.91,0.8,N/A,N/A,N/A,N/A,N/A,N/A
3970,0.93,0.8,N/A,N/A,N/A,N/A,N/A,N/A
29902,0.9,0.63,N/A,N/A,N/A,N/A,N/A,N/A
10278,0.95,0.66,N/A,N/A,N/A,N/A,N/A,N/A
36249,0.91,0.83,N/A,N/A,N/A,N/A,N/A,N/A
39969,0.92,0.74,N/A,N/A,N/A,N/A,N/A,N/A
36767,0.84,0.81,N/A,N/A,N/A,N/A,N/A,N/A
22401,0.9,0.81,N/A,N/A,N/A,N/A,N/A,N/A
11566,0.91,0.83,N/A,N/A,N/A,N/A,N/A,N/A
27918,0.91,0.76,N/A,N/A,N/A,N/A,N/A,N/A
32883,0.8,0.72,N/A,N/A,N/A,N/A,N/A,N/A
3417,0.82,0.71,N/A,N/A,N/A,N/A,N/A,N/A
23459,0.94,0.72,N/A,N/A,N/A,N/A,N/A,N/A
36123,0.84,0.83,N/A,N/A,N/A,N/A,N/A,N/A
12675,0.95,0.74,N/A,N/A,N/A,N/A,N/A,N/A
22105,0.85,0.65,N/A,N/A,N/A,N/A,N/A,N/A
28910,0.87,0.78,N/A,N/A,N/A,N/A,N/A,N/A
22565,0.8,0.81,N/A,N/A,N/A,N/A,N/A,N/A
13939,0.87,0.81,N/A,N/A,N/A,N/A,N/A,N/A
15858,0.83,0.72,N/A,N/A,N/A,N/A,N/A,N/A
36823,0.83,0.79,N/A,N/A,N/A,N/A,N/A,N/A
33170,0.83,0.67,N/A,N/A,N/A,N/A,N/A,N/A
33716,0.93,0.67,N/A,N/A,N/A,N/A,N/A,N/A
25195,0.81,0.66,N/A,N/A,N/A,N/A,N/A,N/A
10579,0.89,0.75,N/A,N/A,N/A,N/A,N/A,N/A
24222,0.86,0.74,N/A,N/A,N/A,N/A,N/A,N/A
11800,0.82,0.6,N/A,N/A,N/A,N/A,N/A,N/A
16863,0.93,0.79,N/A,N/A,N/A,N/A,N/A,N/A
28407,0.87,0.6,N/A,N/A,N/A,N/A,N/A,N/A
15461,0.95,0.69,N/A,N/A,N/A,N/A,N/A,N/A
26902,0.93,0.64,N/A,N/A,N/A,N/A,N/A,N/A
20696,0.82,0.6,N/A,N/A,N/A,N/A,N/A,N/A
35020,0.8,0.61,N/A,N/A,N/A,N/A,N/A,N/A
34539,0.83,0.74,N/A,N/A,N/A,N/A,N/A,N/A
17688,0.86,0.77,N/A,N/A,N/A,N/A,N/A,N/A
7105,0.86,0.63,N/A,N/A,N/A,N/A,N/A,N/A
9950,0.92,0.79,N/A,N/A,N/A,N/A,N/A,N/A
2756,0.84,0.65,N/A,N/A,N/A,N/A,N/A,N/A
29075,0.84,0.83,N/A,N/A,N/A,N/A,N/A,N/A
6284,0.92,0.72,N/A,N/A,N/A,N/A,N/A,N/A
19623,0.89,0.74,N/A,N/A,N/A,N/A,N/A,N/A
29318,0.87,0.83,N/A,N/A,N/A,N/A,N/A,N/A
24371,0.83,0.67,N/A,N/A,N/A,N/A,N/A,N/A
8292,0.93,0.63,N/A,N/A,N/A,N/A,N/A,N/A
33938,0.9,0.78,N/A,N/A,N/A,N/A,N/A,N/A
35113,0.86,0.65,N/A,N/A,N/A,N/A,N/A,N/A
24300,0.81,0.84,N/A,N/A,N/A,N/A,N/A,N/A
25509,0.86,0.84,N/A,N/A,N/A,N/A,N/A,N/A
20652,0.94,0.67,N/A,N/A,N/A,N/A,N/A,N/A
26959,0.92,0.61,N/A,N/A,N/A,N/A,N/A,N/A
27434,0.93,0.83,N/A,N/A,N/A,N/A,N/A,N/A
8667,0.82,0.66,N/A,N/A,N/A,N/A,N/A,N/A
16051,0.88,0.69,N/A,N/A,N/A,N/A,N/A,N/A
36360,0.81,0.83,N/A,N/A,N/A,N/A,N/A,N/A
3036,0.87,0.66,N/A,N/A,N/A,N/A,N/A,N/A
17782,0.92,0.72,N/A,N/A,N/A,N/A,N/A,N/A
34777,0.9,0.78,N/A,N/A,N/A,N/A,N/A,N/A
12416,0.93,0.7,N/A,N/A,N/A,N/A,N/A,N/A
35452,0.93,0.76,N/A,N/A,N/A,N/A,N/A,N/A
10410,0.86,0.78,N/A,N/A,N/A,N/A,N/A,N/A
23839,0.93,0.65,N/A,N/A,N/A,N/A,N/A,N/A
14692,0.93,0.81,N/A,N/A,N/A,N/A,N/A,N/A
38278,0.93,0.61,N/A,N/A,N/A,N/A,N/A,N/A
29330,0.93,0.6,N/A,N/A,N/A,N/A,N/A,N/A
15254,0.93,0.73,N/A,N/A,N/A,N/A,N/A,N/A
9385,0.8,0.64,N/A,N/A,N/A,N/A,N/A,N/A
11091,0.83,0.81,N/A,N/A,N/A,N/A,N/A,N/A
25888,0.86,0.83,N/A,N/A,N/A,N/A,N/A,N/A
6287,0.84,0.78,N/A,N/A,N/A,N/A,N/A,N/A
39093,0.92,0.62,N/A,N/A,N/A,N/A,N/A,N/A
37256,0.86,0.73,N/A,N/A,N/A,N/A,N/A,N/A
28433,0.85,0.75,N/A,N/A,N/A,N/A,N/A,N/A
32870,0.84,0.84,N/A,N/A,N/A,N/A,N/A,N/A
25110,0.87,0.85,N/A,N/A,N/A,N/A,N/A,N/A
9336,0.89,0.66,N/A,N/A,N/A,N/A,N/A,N/A
11031,0.88,0.62,N/A,N/A,N/A,N/A,N/A,N/A
28138,0.85,0.82,N/A,N/A,N/A,N/A,N/A,N/A
37357,0.84,0.82,N/A,N/A,N/A,N/A,N/A,N/A
12527,0.91,0.66,N/A,N/A,N/A,N/A,N/A,N/A
17034,0.86,0.7,N/A,N/A,N/A,N/A,N/A,N/A
5138,0.9,0.72,N/A,N/A,N/A,N/A,N/A,N/A
25763,0.9,0.83,N/A,N/A,N/A,N/A,N/A,N/A
31485,0.93,0.73,N/A,N/A,N/A,N/A,N/A,N/A
14322,0.85,0.7,N/A,N/A,N/A,N/A,N/A,N/A
5688,0.94,0.79,N/A,N/A,N/A,N/A,N/A,N/A
26595,0.93,0.63,N/A,N/A,N/A,N/A,N/A,N/A
30237,0.93,0.72,N/A,N/A,N/A,N/A,N/A,N/A
24154,0.82,0.64,N/A,N/A,N/A,N/A,N/A,N/A
39175,0.95,0.7,N/A,N/A,N/A,N/A,N/A,N/A
22857,0.86,0.68,N/A,N/A,N/A,N/A,N/A,N/A
23926,0.95,0.76,N/A,N/A,N/A,N/A,N/A,N/A
8208,0.89,0.71,N/A,N/A,N/A,N/A,N/A,N/A
23059,0.85,0.7,N/A,N/A,N/A,N/A,N/A,N/A
32773,0.94,0.81,N/A,N/A,N/A,N/A,N/A,N/A
20048,0.92,0.8,N/A,N/A,N/A,N/A,N/A,N/A
7145,0.9,0.75,N/A,N/A,N/A,N/A,N/A,N/A
32306,0.9,0.73,N/A,N/A,N/A,N/A,N/A,N/A
29102,0.9,0.66,N/A,N/A,N/A,N/A,N/A,N/A
38856,0.82,0.74,N/A,N/A,N/A,N/A,N/A,N/A
19986,0.89,0.68,N/A,N/A,N/A,N/A,N/A,N/A
17472,0.86,0.76,N/A,N/A,N/A,N/A,N/A,N/A
18204,0.91,0.63,N/A,N/A,N/A,N/A,N/A,N/A
22185,0.81,0.8,N/A,N/A,N/A,N/A,N/A,N/A
14559,0.82,0.72,N/A,N/A,N/A,N/A,N/A,N/A
9665,0.89,0.63,N/A,N/A,N/A,N/A,N/A,N/A
29254,0.87,0.64,N/A,N/A,N/A,N/A,N/A,N/A
20848,0.92,0.64,N/A,N/A,N/A,N/A,N/A,N/A
4897,0.84,0.66,N/A,N/A,N/A,N/A,N/A,N/A
29390,0.82,0.68,N/A,N/A,N/A,N/A,N/A,N/A
4841,0.89,0.68,N/A,N/A,N/A,N/A,N/A,N/A
31266,0.83,0.66,N/A,N/A,N/A,N/A,N/A,N/A
17043,0.83,0.74,N/A,N/A,N/A,N/A,N/A,N/A
8906,0.86,0.74,N/A,N/A,N/A,N/A,N/A,N/A
29929,0.85,0.76,N/A,N/A,N/A,N/A,N/A,N/A
20457,0.9,0.82,N/A,N/A,N/A,N/A,N/A,N/A
19398,0.83,0.85,N/A,N/A,N/A,N/A,N/A,N/A
10810,0.9,0.63,N/A,N/A,N/A,N/A,N/A,N/A
20052,0.83,0.65,N/A,N/A,N/A,N/A,N/A,N/A
16961,0.8,0.65,N/A,N/A,N/A,N/A,N/A,N/A
9371,0.89,0.78,N/A,N/A,N/A,N/A,N/A,N/A
15043,0.81,0.65,N/A,N/A,N/A,N/A,N/A,N/A
29268,0.86,0.61,N/A,N/A,N/A,N/A,N/A,N/A
7921,0.86,0.64,N/A,N/A,N/A,N/A,N/A,N/A
29990,0.87,0.65,N/A,N/A,N/A,N/A,N/A,N/A
2212,0.92,0.67,N/A,N/A,N/A,N/A,N/A,N/A
23515,0.93,0.82,N/A,N/A,N/A,N/A,N/A,N/A
5673,0.94,0.81,N/A,N/A,N/A,N/A,N/A,N/A
31023,0.86,0.79,N/A,N/A,N/A,N/A,N/A,N/A
39704,0.89,0.72,N/A,N/A,N/A,N/A,N/A,N/A
11263,0.82,0.72,N/A,N/A,N/A,N/A,N/A,N/A
15028,0.82,0.68,N/A,N/A,N/A,N/A,N/A,N/A
7828,0.84,0.62,N/A,N/A,N/A,N/A,N/A,N/A
7722,0.89,0.62,N/A,N/A,N/A,N/A,N/A,N/A
3064,0.94,0.66,N/A,N/A,N/A,N/A,N/A,N/A
21360,0.85,0.73,N/A,N/A,N/A,N/A,N/A,N/A
