sup_cap,sup_reli,sup_flex,pla_cap,pla_reli,pla_cost,dc_cap,dc_reli,dc_cost
12283,0.81,0.77,N/A,N/A,N/A,N/A,N/A,N/A
4373,0.94,0.63,N/A,N/A,N/A,N/A,N/A,N/A
9112,0.94,0.63,N/A,N/A,N/A,N/A,N/A,N/A
13249,0.85,0.7,N/A,N/A,N/A,N/A,N/A,N/A
7371,0.95,0.75,N/A,N/A,N/A,N/A,N/A,N/A
10175,0.87,0.69,N/A,N/A,N/A,N/A,N/A,N/A
34564,0.87,0.67,N/A,N/A,N/A,N/A,N/A,N/A
33980,0.92,0.66,N/A,N/A,N/A,N/A,N/A,N/A
13782,0.87,0.7,N/A,N/A,N/A,N/A,N/A,N/A
17841,0.88,0.84,N/A,N/A,N/A,N/A,N/A,N/A
18453,0.94,0.6,N/A,N/A,N/A,N/A,N/A,N/A
37443,0.95,0.64,N/A,N/A,N/A,N/A,N/A,N/A
34935,0.91,0.79,N/A,N/A,N/A,N/A,N/A,N/A
36603,0.83,0.84,N/A,N/A,N/A,N/A,N/A,N/A
35777,0.91,0.74,N/A,N/A,N/A,N/A,N/A,N/A
24943,0.86,0.78,N/A,N/A,N/A,N/A,N/A,N/A
17554,0.84,0.76,N/A,N/A,N/A,N/A,N/A,N/A
9648,0.93,0.61,N/A,N/A,N/A,N/A,N/A,N/A
3593,0.86,0.6,N/A,N/A,N/A,N/A,N/A,N/A
37080,0.83,0.71,N/A,N/A,N/A,N/A,N/A,N/A
21399,0.94,0.76,N/A,N/A,N/A,N/A,N/A,N/A
34589,0.93,0.77,N/A,N/A,N/A,N/A,N/A,N/A
26353,0.94,0.84,N/A,N/A,N/A,N/A,N/A,N/A
38084,0.81,0.79,N/A,N/A,N/A,N/A,N/A,N/A
5799,0.91,0.8,N/A,N/A,N/A,N/A,N/A,N/A
18091,0.86,0.84,N/A,N/A,N/A,N/A,N/A,N/A
32257,0.85,0.84,N/A,N/A,N/A,N/A,N/A,N/A
7497,0.88,0.63,N/A,N/A,N/A,N/A,N/A,N/A
12990,0.92,0.71,N/A,N/A,N/A,N/A,N/A,N/A
23991,0.8,0.82,N/A,N/A,N/A,N/A,N/A,N/A
3407,0.85,0.75,N/A,N/A,N/A,N/A,N/A,N/A
27867,0.89,0.69,N/A,N/A,N/A,N/A,N/A,N/A
8422,0.8,0.79,N/A,N/A,N/A,N/A,N/A,N/A
39677,0.89,0.81,N/A,N/A,N/A,N/A,N/A,N/A
11122,0.8,0.77,N/A,N/A,N/A,N/A,N/A,N/A
22203,0.85,0.61,N/A,N/A,N/A,N/A,N/A,N/A
34222,0.86,0.8,N/A,N/A,N/A,N/A,N/A,N/A
34623,0.85,0.74,N/A,N/A,N/A,N/A,N/A,N/A
26418,0.89,0.78,N/A,N/A,N/A,N/A,N/A,N/A
5978,0.85,0.68,N/A,N/A,N/A,N/A,N/A,N/A
23973,0.91,0.79,N/A,N/A,N/A,N/A,N/A,N/A
30442,0.87,0.62,N/A,N/A,N/A,N/A,N/A,N/A
18180,0.85,0.76,N/A,N/A,N/A,N/A,N/A,N/A
27952,0.82,0.82,N/A,N/A,N/A,N/A,N/A,N/A
34681,0.86,0.67,N/A,N/A,N/A,N/A,N/A,N/A
27972,0.9,0.83,N/A,N/A,N/A,N/A,N/A,N/A
19723,0.93,0.64,N/A,N/A,N/A,N/A,N/A,N/A
39367,0.81,0.77,N/A,N/A,N/A,N/A,N/A,N/A
3713,0.89,0.82,N/A,N/A,N/A,N/A,N/A,N/A
8051,0.87,0.67,N/A,N/A,N/A,N/A,N/A,N/A
11980,0.83,0.71,N/A,N/A,N/A,N/A,N/A,N/A
12435,0.82,0.71,N/A,N/A,N/A,N/A,N/A,N/A
39770,0.81,0.8,N/A,N/A,N/A,N/A,N/A,N/A
3628,0.89,0.62,N/A,N/A,N/A,N/A,N/A,N/A
37290,0.88,0.63,N/A,N/A,N/A,N/A,N/A,N/A
17416,0.86,0.62,N/A,N/A,N/A,N/A,N/A,N/A
34802,0.88,0.67,N/A,N/A,N/A,N/A,N/A,N/A
19479,0.81,0.67,N/A,N/A,N/A,N/A,N/A,N/A
39884,0.86,0.72,N/A,N/A,N/A,N/A,N/A,N/A
4757,0.85,0.61,N/A,N/A,N/A,N/A,N/A,N/A
18390,0.93,0.65,N/A,N/A,N/A,N/A,N/A,N/A
7642,0.84,0.76,N/A,N/A,N/A,N/A,N/A,N/A
2833,0.85,0.6,N/A,N/A,N/A,N/A,N/A,N/A
33376,0.83,0.76,N/A,N/A,N/A,N/A,N/A,N/A
7711,0.84,0.74,N/A,N/A,N/A,N/A,N/A,N/A
29426,0.95,0.75,N/A,N/A,N/A,N/A,N/A,N/A
10428,0.8,0.76,N/A,N/A,N/A,N/A,N/A,N/A
33459,0.88,0.66,N/A,N/A,N/A,N/A,N/A,N/A
14724,0.93,0.69,N/A,N/A,N/A,N/A,N/A,N/A
37162,0.86,0.84,N/A,N/A,N/A,N/A,N/A,N/A
24358,0.83,0.63,N/A,N/A,N/A,N/A,N/A,N/A
17339,0.95,0.83,N/A,N/A,N/A,N/A,N/A,N/A
23604,0.92,0.74,N/A,N/A,N/A,N/A,N/A,N/A
16521,0.82,0.64,N/A,N/A,N/A,N/A,N/A,N/A
5566,0.82,0.69,N/A,N/A,N/A,N/A,N/A,N/A
10038,0.91,0.82,N/A,N/A,N/A,N/A,N/A,N/A
32589,0.91,0.66,N/A,N/A,N/A,N/A,N/A,N/A
27066,0.87,0.82,N/A,N/A,N/A,N/A,N/A,N/A
24467,0.9,0.69,N/A,N/A,N/A,N/A,N/A,N/A
29059,0.82,0.72,N/A,N/A,N/A,N/A,N/A,N/A
34847,0.87,0.81,N/A,N/A,N/A,N/A,N/A,N/A
12349,0.92,0.72,N/A,N/A,N/A,N/A,N/A,N/A
27655,0.85,0.81,N/A,N/A,N/A,N/A,N/A,N/A
8478,0.91,0.68,N/A,N/A,N/A,N/A,N/A,N/A
6867,0.8,0.82,N/A,N/A,N/A,N/A,N/A,N/A
17214,0.82,0.72,N/A,N/A,N/A,N/A,N/A,N/A
23068,0.81,0.6,N/A,N/A,N/A,N/A,N/A,N/A
28625,0.82,0.64,N/A,N/A,N/A,N/A,N/A,N/A
30343,0.91,0.77,N/A,N/A,N/A,N/A,N/A,N/A
7281,0.84,0.64,N/A,N/A,N/A,N/A,N/A,N/A
24828,0.86,0.64,N/A,N/A,N/A,N/A,N/A,N/A
8594,0.9,0.65,N/A,N/A,N/A,N/A,N/A,N/A
